Itga4,Itga7,Egfr,Flt1,Mxd1,Cbl,Ksr1,Vangl2,Cblb,Rabif,Tomm34,Cd2ap,Vangl1,Mlx,Tomm40l,Ppp2r1b,Dvl3,Smarce1,Ets2,Smarca4,Dvl1,Axin1,Dvl2,Sh3kbp1,Pdgfrb,Itga5,Ddx6,Nfkb2,Fxr2,Crk,Smarcb1,Trim8,Cdkn1a,Poldip3,Ccnd1,Col4a1,Fam120a,Trap1,Sec61a1,Itgb5,Tomm40,Myc,Pdia4,Igfbp4,Ctnna1,Vat1,Zfp36l1,Slc25a1,Eif3b,Trim28,Ppp2ca,Itgb1,Cyr61,Pdia3,Serpinh1,Fbln2,Eif4b,Psat1,Col1a1,Bgn
0,1,1,0,8,3,3,8,9,8,15,8,8,12,5,9,14,9,6,8,9,13,22,10,7,21,19,6,28,6,10,22,22,21,11,74,23,46,10,2,63,49,,,,27,9,9,24,48,42,86,62,27,65,67,54,130,140,188
0,6,1,0,14,13,6,21,5,10,15,17,5,13,11,10,23,13,13,8,25,14,48,13,9,57,38,14,51,25,28,15,45,35,88,69,51,77,18,4,14,33,,,,63,12,23,35,68,53,145,127,4,104,94,72,193,188,239
0,0,0,5,11,13,1,16,4,4,31,12,6,27,15,17,42,8,5,7,24,18,44,19,7,78,23,17,59,17,22,4,38,26,94,51,58,131,17,4,68,153,,,,95,51,26,51,70,102,223,201,40,163,109,158,156,252,398
0,1,1,7,14,7,8,21,5,7,14,19,11,15,18,15,37,21,10,12,23,16,68,27,25,60,168,18,27,21,16,32,47,26,64,69,48,93,26,11,72,87,,,,96,15,16,13,88,105,144,186,102,94,160,75,115,380,275
0,2,0,0,11,6,3,4,1,4,14,1,6,9,7,14,32,2,1,8,17,14,26,9,28,39,18,12,33,13,14,7,17,30,100,54,46,68,10,9,17,45,,,,50,17,6,41,66,46,114,106,30,76,86,52,99,222,120
1,1,1,1,14,20,3,30,2,6,39,10,5,19,12,19,50,14,8,14,34,19,111,22,18,63,108,20,69,26,31,48,43,19,13,32,59,78,40,15,55,42,,,,110,116,21,35,89,97,177,130,152,123,159,95,315,384,160
0,6,1,0,16,20,4,17,2,3,26,19,13,16,5,28,54,9,3,21,39,37,100,15,39,144,90,33,109,19,33,82,29,22,10,52,103,192,18,42,131,133,,,,77,25,30,81,132,91,260,453,18,361,203,154,148,513,537
0,4,0,0,9,15,4,8,2,2,18,15,13,14,22,33,69,12,6,10,46,12,34,8,30,91,96,21,74,35,33,123,27,41,187,62,48,139,44,39,186,129,,,,77,16,163,40,161,102,231,271,12,126,139,339,112,447,529
0,0,0,0,6,10,1,11,4,6,20,9,7,13,7,15,36,8,2,15,16,21,45,22,24,69,27,10,53,19,19,10,29,31,44,22,54,59,22,28,65,56,,,,86,47,4,34,57,66,90,95,15,77,124,56,181,183,103
0,4,0,0,10,8,11,19,6,13,25,9,12,18,7,13,28,9,11,12,22,25,29,13,13,30,24,16,36,19,18,0,27,23,82,64,53,91,25,10,40,125,,,,24,44,23,45,59,73,129,143,36,122,79,95,191,284,174
0,3,1,17,20,16,6,10,0,7,25,5,3,15,12,16,28,23,2,18,47,23,66,10,11,66,297,21,62,20,14,4,17,17,191,34,51,218,30,49,154,148,,,,36,42,6,41,85,97,216,304,330,297,109,182,104,583,801
0,4,1,0,11,42,0,20,2,2,28,9,2,22,12,12,33,29,3,26,43,21,76,8,28,60,86,12,60,24,25,13,19,33,89,35,59,117,12,11,52,97,,,,79,109,7,34,98,66,149,117,353,178,106,69,113,387,407
0,7,1,22,23,17,9,16,5,12,34,11,7,30,7,16,54,20,2,18,36,32,147,18,22,71,167,28,78,27,23,21,29,25,183,88,58,224,25,54,239,205,,,,152,59,10,38,109,87,288,313,154,410,122,117,132,657,868
0,7,3,5,21,9,9,28,4,16,36,8,11,19,5,19,30,18,7,11,28,22,53,7,7,50,73,19,69,24,30,12,25,31,155,3,62,148,10,11,66,75,,,,141,54,27,81,85,65,306,215,175,265,95,154,222,306,394
0,0,0,0,8,4,1,10,4,5,19,16,3,13,10,14,21,7,4,5,22,14,34,20,8,52,65,12,51,15,16,27,37,55,124,73,34,72,36,11,101,93,,,,40,23,18,23,60,75,116,123,79,74,89,116,197,191,195
1,5,0,1,15,18,3,22,9,9,35,12,6,25,5,12,36,14,7,6,29,16,44,22,10,53,27,25,47,19,21,27,29,31,63,74,49,76,19,139,239,105,,,,48,25,15,45,76,106,140,108,26,129,112,88,323,218,257
0,1,0,1,8,9,2,14,2,7,20,12,5,12,8,12,26,7,4,2,19,7,48,6,7,46,44,16,44,17,14,167,42,30,85,80,28,73,17,38,278,208,,,,35,36,22,15,57,55,129,143,135,105,71,110,102,193,309
0,0,0,0,9,2,1,5,1,7,23,8,2,5,2,16,27,1,4,7,22,17,19,9,5,59,35,8,40,16,17,34,9,50,267,59,37,61,13,53,447,177,,,,16,9,17,25,44,65,74,118,6,100,99,63,142,163,76
0,5,0,0,12,18,2,33,10,9,27,19,7,23,19,27,46,18,3,7,28,16,65,19,26,71,57,26,77,25,21,18,37,31,38,43,58,138,27,207,318,95,,,,113,16,17,46,136,97,204,177,124,112,138,176,194,327,317
0,1,0,1,23,5,1,18,9,6,20,22,8,14,16,24,51,16,1,9,45,16,79,21,16,90,70,16,44,23,11,7,43,20,44,27,33,125,29,106,186,85,,,,52,26,55,19,114,106,222,201,71,78,133,175,164,356,266
0,0,0,0,15,0,4,10,8,9,15,9,7,8,5,17,24,11,2,3,27,6,38,19,17,50,54,20,32,21,11,7,16,19,32,31,42,86,8,79,270,205,,,,86,20,11,15,48,49,94,111,134,56,55,70,173,289,109
0,0,0,0,11,15,1,9,5,5,27,15,5,17,6,15,32,10,7,8,26,20,39,26,43,45,35,16,39,19,15,24,24,19,38,37,43,70,16,129,236,99,,,,234,38,4,27,68,79,158,149,14,95,97,76,144,290,125
0,0,0,0,6,7,5,18,6,10,22,13,6,14,11,10,25,14,8,3,18,7,18,12,7,63,20,7,37,14,17,4,26,44,40,142,31,57,11,169,171,79,,,,30,11,20,22,57,70,101,48,44,78,59,63,182,145,74
0,4,1,0,9,5,1,17,8,5,22,16,5,15,8,15,25,9,3,5,26,16,19,15,6,51,25,24,57,18,17,13,21,32,56,71,34,83,19,179,322,158,,,,24,14,14,34,53,68,130,63,120,93,93,72,220,153,122
0,7,1,6,15,12,11,23,6,20,26,13,4,21,9,15,44,14,10,14,23,17,67,19,21,53,230,16,55,26,26,5,23,32,60,56,52,186,24,121,336,193,,,,89,26,22,47,92,76,202,233,246,238,100,219,139,436,518
0,2,1,2,5,10,6,15,8,11,21,14,8,15,10,20,38,18,12,18,14,10,25,12,8,42,55,26,46,17,21,9,10,26,98,88,46,48,11,129,321,222,,,,82,1,19,37,71,39,129,53,9,76,70,42,89,267,196
0,1,0,7,17,8,9,17,7,9,23,17,8,26,11,19,32,16,4,5,27,14,48,16,4,43,56,16,39,21,17,16,35,26,105,55,40,126,23,88,151,140,,,,41,21,42,37,67,84,191,165,76,153,72,153,173,193,445
0,2,0,2,0,11,1,25,1,7,16,7,6,21,12,3,21,23,5,4,20,5,27,17,27,35,85,7,28,17,23,5,22,50,49,124,24,148,13,138,315,149,,,,61,12,17,11,63,49,175,199,123,170,62,186,43,406,598
0,4,1,9,14,7,13,25,9,6,21,21,6,10,14,19,33,10,3,13,23,11,58,12,26,42,103,29,36,21,17,1,28,22,19,74,65,75,20,180,245,194,,,,91,16,15,21,82,51,159,101,46,118,116,96,106,416,235
0,4,3,3,21,15,3,45,1,2,29,20,8,13,18,13,60,34,4,19,31,11,75,26,19,72,263,23,73,29,13,118,35,25,11,34,53,133,26,150,154,29,29,4,39,114,39,22,28,104,114,217,192,327,180,104,130,106,535,479
0,4,0,0,12,34,1,23,4,5,29,10,6,14,12,16,45,24,3,6,17,24,60,19,23,62,80,9,69,18,23,3,26,14,12,22,53,123,22,167,299,76,5,10,20,92,24,14,36,97,61,162,179,331,160,95,84,63,361,421
1,2,0,1,18,10,2,22,11,18,18,11,3,19,11,30,50,18,4,11,32,14,84,30,17,72,73,42,70,27,37,22,29,25,24,45,78,187,25,98,348,479,38,7,21,111,30,37,79,105,97,366,224,328,257,114,158,460,355,300
0,3,0,1,14,11,5,10,5,9,20,13,9,19,18,19,39,26,6,15,29,14,72,13,24,49,61,11,38,19,33,1,20,41,60,72,50,68,18,59,256,191,38,28,51,137,31,12,38,96,87,140,164,23,118,104,103,144,366,448
1,3,1,2,7,23,0,8,2,4,23,9,3,11,6,13,32,15,3,7,25,18,88,19,7,51,42,12,54,21,22,73,28,23,76,30,52,79,37,91,185,200,27,21,79,75,19,13,50,81,88,109,104,143,108,148,129,188,285,220
0,12,1,3,21,17,2,55,5,8,29,17,14,20,17,17,57,24,10,20,40,27,86,25,20,93,248,18,91,37,28,15,31,20,38,54,78,204,12,274,497,373,72,55,49,186,35,36,53,136,84,264,277,148,316,128,219,164,640,637
0,1,0,0,7,9,7,19,4,17,21,8,6,15,6,7,22,9,8,7,28,13,36,15,14,59,36,9,53,15,14,6,16,45,22,40,39,76,13,109,172,179,48,75,17,62,24,16,30,59,51,94,106,77,127,90,79,88,267,126
0,1,0,0,10,6,3,18,8,9,17,19,8,19,13,8,31,10,3,2,29,6,22,18,8,56,46,9,46,20,8,3,24,23,39,53,39,78,21,107,136,118,45,25,41,26,12,15,21,61,66,167,119,58,108,84,146,80,235,297
0,2,2,1,14,5,1,12,11,7,21,12,6,14,10,11,26,4,6,1,18,12,30,10,10,77,24,6,37,18,14,1,17,53,29,93,33,50,22,154,227,262,17,52,46,37,5,30,11,64,77,111,72,100,48,112,73,121,164,184
0,4,0,0,5,7,6,12,3,6,17,4,5,10,7,11,22,8,8,6,15,14,30,13,13,48,36,14,40,11,19,3,13,13,36,45,54,50,9,157,357,180,36,50,17,66,8,11,31,41,46,126,75,50,146,74,56,112,200,65
0,1,0,0,16,10,6,18,8,5,45,22,18,26,12,25,63,32,6,16,61,31,49,27,13,103,52,19,70,25,23,7,52,17,60,57,78,147,46,196,280,223,73,104,117,62,41,18,60,142,207,241,158,48,140,207,118,382,293,361
0,6,1,1,13,10,1,21,2,8,29,15,7,13,14,11,35,15,14,18,26,15,56,19,7,65,56,19,58,25,23,15,28,29,70,69,77,92,21,190,324,152,34,155,74,85,19,15,39,80,92,137,147,55,107,165,80,162,299,167
0,3,0,0,11,15,3,10,0,11,12,11,8,9,18,24,36,20,4,1,12,18,64,20,26,47,56,11,48,18,15,10,16,34,140,119,72,76,13,,,,41,136,64,107,17,9,47,80,64,173,131,74,98,119,50,186,262,82
0,2,0,5,12,8,6,9,8,7,23,17,8,10,11,14,41,16,5,4,27,13,54,19,26,57,88,22,45,19,15,14,57,37,210,39,46,91,22,,,,43,96,59,35,35,26,23,65,93,180,147,148,102,111,195,196,337,541
1,2,2,1,18,10,5,16,8,12,39,16,10,37,7,17,34,18,9,10,41,22,82,17,3,90,68,11,94,28,26,24,30,53,69,22,74,236,22,,,,129,108,66,74,59,24,82,109,112,250,218,29,267,127,237,282,385,686
1,3,0,1,20,9,3,19,5,6,27,17,5,23,16,22,43,13,15,15,30,12,58,15,4,62,16,12,63,23,26,13,25,32,55,56,45,119,28,,,,61,117,81,40,42,23,56,100,87,212,186,73,154,161,169,444,277,230
0,3,1,3,6,9,3,11,3,7,18,8,5,11,5,7,33,10,5,9,12,8,21,10,15,21,12,19,34,13,14,14,26,26,82,36,29,34,25,,,,40,74,45,32,22,11,35,53,49,69,40,5,64,68,39,182,186,45
0,0,0,0,7,4,3,10,4,8,12,7,3,11,6,8,15,3,8,1,6,9,21,5,6,29,21,8,22,4,8,2,7,37,77,10,21,22,6,,,,12,24,20,47,6,11,19,29,21,52,36,18,44,39,22,79,89,38
0,1,0,4,3,2,9,17,3,12,9,6,6,9,3,10,14,2,4,4,9,10,22,8,12,36,18,13,25,16,5,4,4,38,41,5,30,17,11,,,,22,29,9,77,9,8,23,33,18,53,35,1,57,55,10,94,103,13
0,1,1,0,9,27,2,5,7,2,22,21,9,17,8,13,41,10,4,5,23,28,47,26,11,55,32,10,48,21,14,12,23,34,52,63,52,56,22,,,,,,,116,9,22,65,76,107,89,87,12,60,106,66,162,168,113
0,3,0,0,17,7,7,24,6,11,23,20,10,14,14,22,38,30,7,7,36,20,39,21,15,43,157,16,56,33,18,12,30,10,62,28,56,136,23,,,,,,,65,26,38,52,104,112,167,178,95,148,131,163,143,442,389
0,0,0,0,9,9,4,15,1,5,8,4,2,4,8,12,24,12,3,13,15,14,24,13,2,27,76,7,23,13,10,7,9,10,97,59,27,44,11,,,,,,,32,14,9,25,49,49,104,91,48,56,51,73,60,230,283
0,0,0,1,10,4,2,7,3,6,9,8,3,4,12,15,33,4,4,9,22,7,42,14,5,33,29,2,14,15,4,3,12,15,26,46,31,61,17,,,,,,,46,18,5,5,55,64,92,94,14,31,99,61,180,266,127
0,0,0,0,13,15,7,4,3,5,20,9,2,14,8,9,32,14,5,9,12,20,41,14,6,50,26,10,39,24,19,13,18,16,147,97,52,36,24,,,,,,,123,12,12,40,62,58,75,48,8,47,100,39,152,122,43
0,0,0,1,14,1,3,9,5,10,21,9,11,14,4,13,36,12,8,8,23,12,17,8,15,38,33,19,36,19,14,5,31,35,57,98,29,73,14,,,,,,,59,10,17,7,72,57,125,94,31,53,74,83,201,188,150
0,0,0,1,14,9,5,13,5,5,34,20,3,25,10,27,54,14,8,13,34,23,64,19,18,55,42,15,71,26,28,16,42,31,74,142,67,65,16,,,,,,,53,38,24,77,93,105,139,111,40,68,136,77,220,242,119
0,1,0,1,17,2,2,11,4,7,23,6,8,15,3,8,24,6,4,7,24,14,21,4,13,33,30,16,45,12,14,7,27,49,180,68,29,63,15,,,,,,,47,8,24,14,65,41,120,89,24,57,57,91,195,159,151
0,3,0,2,11,4,6,23,4,8,19,13,10,10,11,20,31,13,6,7,23,8,29,21,11,53,90,11,26,20,11,4,24,20,48,148,23,107,30,,,,,,,33,21,14,15,59,65,110,155,34,67,108,93,111,355,259
0,4,4,1,10,4,13,7,3,19,11,9,9,19,8,16,36,21,8,9,19,24,40,12,28,68,33,80,66,15,31,9,19,18,68,39,57,65,22,,,,,,,136,45,20,69,76,42,164,159,90,258,92,97,258,464,222
1,0,0,5,15,5,5,14,9,10,34,19,11,22,7,13,62,26,12,22,42,10,23,37,20,77,47,16,50,32,19,70,73,11,50,24,18,201,27,,,,,,,85,85,36,30,104,172,211,325,35,132,129,209,208,363,666
0,9,0,2,17,15,4,25,5,9,25,21,3,24,26,14,51,36,12,11,40,9,86,25,22,73,190,18,73,26,17,5,34,26,179,141,13,174,25,,,,59,97,12,70,32,28,42,117,135,201,164,299,167,111,190,260,526,339
2,3,1,3,26,4,5,26,6,15,36,11,21,33,13,23,51,18,17,13,33,37,46,19,18,79,67,24,86,34,40,7,14,15,51,101,90,373,72,,,,,,,122,31,18,99,120,71,313,141,61,230,139,60,287,252,158
1,4,2,1,9,3,2,7,1,4,27,15,10,13,10,7,31,20,4,9,18,11,54,12,8,37,40,18,34,23,25,6,20,29,55,100,59,144,29,,,,,,,158,37,11,41,61,38,181,122,56,78,68,27,212,209,116
0,0,1,4,16,19,3,12,3,2,20,14,6,14,11,12,43,17,3,4,32,24,61,13,11,76,92,12,56,19,30,2,28,45,92,162,25,126,40,,,,,,,37,4,59,48,78,129,148,137,140,124,138,68,111,303,205
0,3,0,1,9,8,2,23,2,5,17,15,6,13,6,11,40,7,5,1,16,14,25,11,26,58,44,19,44,14,22,3,12,52,137,154,46,167,35,,,,,,,54,6,28,32,73,75,132,108,36,88,129,124,81,373,149
0,4,1,0,3,10,3,12,2,8,14,9,5,15,6,14,40,12,13,7,18,17,15,4,15,53,24,15,55,10,26,1,9,57,134,198,56,161,45,,,,,,,52,8,16,55,66,54,144,84,15,99,118,85,109,304,125
1,1,0,7,14,3,5,11,8,17,32,10,6,27,6,23,37,18,8,8,17,17,42,18,7,70,39,29,74,16,23,8,17,57,185,126,101,309,158,,,,,,,65,23,14,53,64,73,243,171,184,210,92,99,379,230,249
0,6,0,2,7,4,4,6,10,7,30,15,5,14,8,13,44,27,9,11,35,9,31,18,22,49,64,10,38,24,9,3,25,,,,36,227,88,,,,,,,31,31,22,17,71,117,181,163,115,89,117,202,133,348,362
0,6,0,0,14,12,2,15,10,10,23,14,5,19,9,17,33,16,6,14,40,13,55,10,21,56,43,19,37,18,20,3,20,,,,42,212,143,,,,,,,42,28,38,32,75,117,160,116,103,140,123,201,133,285,433
0,3,0,2,8,6,4,11,7,6,16,9,4,8,9,11,24,8,5,4,16,7,36,11,7,39,11,11,29,14,14,18,28,,,,37,109,102,,,,,,,33,22,14,23,62,59,88,82,59,42,42,76,107,103,123
0,3,1,0,16,6,4,21,7,10,26,13,11,19,13,14,40,16,6,12,26,18,68,21,18,67,63,12,57,20,17,75,36,,,,61,309,171,,,,,,,114,22,17,36,91,75,178,199,152,155,64,220,122,373,342
0,1,0,1,10,6,3,11,1,7,23,11,7,21,11,21,31,8,11,12,29,19,41,21,11,44,51,12,52,21,13,4,21,,,,113,208,186,,,,,,,49,24,15,38,92,90,116,151,10,97,137,103,190,378,215
2,0,0,0,9,5,6,9,4,12,13,4,8,8,6,13,29,12,6,7,26,14,38,4,6,51,24,25,65,14,34,2,17,,,,164,199,184,,,,,,,40,12,20,61,85,67,221,115,28,128,90,78,450,204,156
1,6,1,5,11,14,5,10,0,9,28,6,4,17,6,12,37,12,6,11,29,23,76,17,23,50,36,17,56,10,31,23,29,,,,160,291,122,,,,,,,110,36,9,56,92,69,179,226,59,204,115,45,189,332,444
0,0,0,0,19,6,5,16,9,8,24,28,7,13,16,23,52,17,3,19,46,10,99,19,17,74,55,43,31,33,16,24,55,,,,73,297,355,,,,,,,107,32,29,25,93,94,180,288,152,82,151,140,190,456,227
0,1,0,1,15,7,3,8,5,3,22,20,9,7,13,8,25,15,1,9,26,14,18,8,6,62,63,10,30,19,6,13,43,,,,47,221,133,,,,,,,21,6,57,11,66,61,98,167,81,54,101,86,128,184,172
0,1,0,1,4,19,0,12,2,3,22,8,1,9,7,12,41,14,12,12,27,19,42,13,5,38,84,8,36,22,30,106,33,,,,56,144,114,,,,22,82,11,40,20,12,28,50,88,127,52,58,98,108,69,157,221,78
0,4,0,2,16,46,7,24,6,13,51,16,10,41,18,24,68,32,7,21,55,35,142,33,21,70,86,21,91,35,37,53,88,,,,199,427,295,,,,49,287,4,178,65,20,81,151,190,302,236,435,198,194,136,348,602,333
0,5,0,0,11,2,3,14,3,10,10,10,2,7,7,9,35,6,10,14,23,18,17,20,14,38,37,10,34,18,12,6,32,,,,101,122,88,,,,,,,41,27,19,24,72,94,110,105,6,88,99,123,102,391,284
0,0,0,1,6,4,3,3,0,3,14,6,2,6,5,18,25,5,3,5,16,12,33,4,7,27,19,8,22,12,11,19,28,,,,106,51,37,,,,,,,48,7,15,22,48,32,74,36,33,53,82,25,162,161,70
0,3,1,1,13,6,3,18,6,6,30,13,5,25,19,24,48,19,7,15,53,17,21,11,12,47,28,14,38,21,17,0,44,,,,180,152,121,,,,,,,20,9,45,55,104,110,196,129,44,122,146,105,324,269,287
0,4,1,0,13,7,6,23,5,10,36,10,4,29,8,24,37,12,10,10,17,16,78,25,10,52,62,27,54,15,18,8,53,,,,149,201,73,,,,,,,57,25,18,64,65,83,243,256,350,184,92,118,230,269,376
0,1,0,1,6,12,3,4,1,6,16,11,4,9,5,18,34,12,7,7,16,28,22,15,7,47,31,25,53,13,23,142,65,,,,155,159,99,,,,,,,83,13,13,55,71,82,91,110,27,81,175,31,223,166,75
0,4,0,11,15,17,8,23,7,6,27,15,10,23,14,15,49,16,5,8,25,17,38,19,36,72,41,8,71,29,19,29,72,,,,160,198,58,,,,,,,91,30,45,61,85,55,202,164,155,216,97,97,149,209,694
